Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	A E(PSI)	B E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G08830	AT1G08830:s:2827061-2827191	s|1e1.1o2|1e1.2o2	-0.5871619177664895;0.587161857884383	0.9999999887391804;0.999999990038163	4.318767565791859e-14;3.295289916418229e-17	0.687;0.313	0.113;0.887	False	True	False	2	2	2827191-2827680;2827191-2827689	
AT1G31550	AT1G31550:s:11295991-11296267	s|1e1.1o1|2e1.1o1	0.6785930078918081;-0.6785934139331491	0.9999971628379183;0.9999971737317798	1.7918590352719566e-08;1.6807934155593784e-08	0.189;0.811	0.851;0.149	True	False	False	2	2	11295912-11296000;11295912-11295991	
AT1G23110	AT1G23110:t:8197499-8197752	t|1e1.1o1|1e2.1o1|1e3.1o1|2e4.1o1|2e5.1o1	0.006720460018207354;0.9152761721815986;2.0642323154869902e-06;-0.9509255663966446;4.294307574209811e-08	7.660602193374284e-21;1.0;6.908884270981331e-21;1.0;6.907973915325587e-21	0.0019215475208837246;8.58322252772492e-06;0.43797329017482856;7.572518653464755e-06;0.9908145199650583	0.012;0.033;0.006;0.948;0.001	0.040;0.923;0.007;0.029;0.001	False	True	True	5	6	8197752-8198071;8197752-8198052;8197752-8197848;8197747-8198071;8197747-8197848	
AT1G14240	AT1G14240:t:4865121-4865732	t|1e1.1o1|1e2.1o1	0.9735866622227433;-0.9738410280290651	1.0;1.0	5.977145285944522e-06;5.97751686115533e-06	0.012;0.988	0.983;0.017	False	False	True	2	3	4864965-4865151;4865032-4865151	
AT1G31870	AT1G31870:s:11436719-11436889	s|1e1.1o2|1e1.2o2	-0.7129767017974646;0.71297674396377	0.999999999991364;0.9999999999921053	5.032640970625835e-13;1.6164572996405482e-13	0.870;0.130	0.176;0.824	False	True	False	2	2	11436889-11437252;11436889-11437269	
AT1G67950	AT1G67950:s:25479446-25479529	s|1e1.1o2|1e1.2o2	-0.9128942157399415;0.907259101064802	0.999999999999997;0.9999999999999323	1.455402465211364e-11;6.263360238010399e-11	0.932;0.068	0.045;0.955	False	True	False	2	2	25479378-25479446;25479375-25479446	
AT1G74140	AT1G74140:s:27877804-27877903	s|1e1.1o1|2e1.1o1	-0.02282305796576801;0.02282309184551547	0.0035254368816895745;0.003525436714499377	1.3085836033988052e-05;1.3085322316891412e-05	0.145;0.855	0.099;0.901	True	False	False	2	2	27877846-27877996;27877903-27877996	
AT1G15180	AT1G15180:s:5224385-5224721	s|1e1.1o2|1e1.2o2	0.9714491572240671;-0.9723841727606133	1.0;1.0	6.0859865862773754e-06;6.061600413054258e-06	0.011;0.989	0.985;0.015	False	True	False	2	2	5224721-5224826;5224721-5224830	
AT1G68230	AT1G68230:s:25572355-25572541	s|1e1.1o1|2e1.1o1	0.5958136377429644;-0.5958136995240979	0.9999999998838817;0.9999999998801858	8.38931693180808e-16;8.881784197001252e-16	0.186;0.814	0.769;0.231	True	False	False	2	2	25572508-25572625;25572541-25572625	
AT1G52360	AT1G52360:t:19499681-19499701	t|1e1.1o1|1e2.1o1	0.00042241464731854265;-0.0004224028754889346	1.2580821587263502e-07;1.2515908853751085e-07	0.0003170709066957489;0.0003170715795873802	0.974;0.026	0.978;0.022	False	False	True	2	3	19499284-19499681;19499554-19499681	
AT1G53310	AT1G53310:t:19887903-19888088	t|1e1.1o1|1e2.1o1	0.013046604605398866;-0.013046573422994834	0.0019308461551118786;0.0019308461065091636	1.4751779459004632e-05;1.4752197291967306e-05	0.603;0.397	0.633;0.367	False	False	True	2	3	19888088-19888305;19888088-19888229	
AT1G05710	AT1G05710:s:1714950-1715384	s|1e1.2o2|1e2.1o1	-0.9740801245587768;0.9739418417170577	1.0;1.0	5.9569818947613484e-06;5.956636792331087e-06	0.987;0.013	0.004;0.996	False	False	True	2	3	1715384-1716064;1715384-1716196	
AT1G23860	AT1G23860:s:8428605-8428818	s|1e1.1o2|2e1.1o2|2e1.2o2	0.8718562753654716;0.009822949946997249;-0.9114916815780082	1.0;5.243494616281271e-08;1.0	6.767397213558457e-06;7.591541374668727e-05;9.08637587149208e-06	0.012;0.065;0.923	0.876;0.085;0.039	True	True	False	3	2	8428399-8428617;8428399-8428605;8428330-8428605	
AT1G07940	AT1G07940:t:2464331-2464814	t|1e1.1o1|1e2.1o1	-0.8255573152483497;0.8255423342113893	1.0;1.0	4.391775782153218e-06;9.829209312792186e-07	0.951;0.049	0.148;0.852	False	False	True	2	3	2464814-2465410;2464814-2464913	
AT1G14380	AT1G14380:s:4921459-4921596	s|1e1.1o1|2e1.1o1	0.1834103256364791;-0.18341034020175956	0.4381022076309881;0.4381022651005012	9.729099346267149e-07;9.729543459791046e-07	0.667;0.333	0.883;0.117	True	False	False	2	2	4920804-4921468;4920804-4921459	
AT1G12672	AT1G12672:s:4318309-4318498	s|1e1.1o2|2e1.2o2	-0.9717770897625859;0.970569656783121	1.0;1.0	8.983683308372292e-07;6.106368628933014e-06	0.985;0.015	0.003;0.997	True	True	False	2	2	4318489-4318555;4318498-4318596	
AT1G80040	AT1G80040:s:30110307-30110621	s|1e1.1o2|1e1.2o2	-0.9030228956328855;0.9028647774000617	1.0;1.0	8.241669249731132e-06;8.241671947878393e-06	0.909;0.091	0.030;0.970	False	True	False	2	2	30110115-30110307;30109866-30110307	
AT1G12650	AT1G12650:s:4305933-4306028	s|1e1.2o3|1e1.3o3	-0.8545705766711083;0.8545336210124457	1.0;1.0	6.567284144831653e-06;6.501564376759639e-06	0.995;0.005	0.141;0.859	False	True	False	2	2	4306028-4306149;4306028-4306169	
AT1G75380	AT1G75380:s:28283882-28284045	s|1e1.1o2|1e1.2o2	0.654440432564409;-0.6544404416556875	0.9999999928714931;0.9999999937517017	3.101691350578273e-10;3.833100503669584e-11	0.313;0.687	0.949;0.051	False	True	False	2	2	28283639-28283882;28283635-28283882	
AT1G53570	AT1G53570:s:19990315-19990400	s|1e1.1o2|1e1.2o2	0.9705189639205283;-0.97173165335236	1.0;1.0	6.152459310715755e-06;6.1529677675142835e-06	0.027;0.973	0.995;0.005	False	True	False	2	2	19990400-19990478;19990400-19990481	
AT1G07280	AT1G07280:t:2238390-2239910	t|1e1.1o2|1e2.1o1|2e3.2o2	0.890578347031316;-0.08146590426211764;-0.7712994817934273	1.0;0.031862644584196444;0.9999999999999994	2.656203090034559e-06;3.5837201523003515e-06;1.0962231122846333e-11	0.041;0.175;0.784	0.908;0.064;0.028	False	True	True	3	4	2238176-2238390;2238307-2238390;2238180-2238395	
AT1G70860	AT1G70860:s:26718791-26718992	s|1e1.2o2|2e1.1o2	-0.5368354225219837;0.5368353899989328	0.9999999095421191;0.999999908947066	2.8543833963112775e-13;3.5891687023152133e-13	0.877;0.123	0.354;0.646	True	True	False	2	2	26718472-26718948;26718597-26718791	
AT1G76140	AT1G76140:s:28574584-28574697	s|1e1.1o1|i	0.009429701182841095;-0.009429651922072608	0.000145379953255853;0.0001453801092198829	2.343822198294654e-05;2.343897820478169e-05	0.460;0.540	0.480;0.520	False	False	False	1	2	28574697-28574787	28574697-28574787
AT1G73680	AT1G73680:t:27706179-27706328	t|1e1.1o1|2e2.1o1	-0.826918930152621;0.8269104872338804	1.0;1.0	2.166147082038883e-06;4.303591650003935e-06	0.922;0.078	0.116;0.884	False	True	True	2	3	27706328-27706888;27706308-27706555	
AT1G29830	AT1G29830:t:10442027-10442798	t|1e1.1o1|2e2.1o1	-0.8380973093700297;0.8380971014110663	1.0;1.0	6.661331096391443e-06;6.6612120130926655e-06	0.964;0.036	0.148;0.852	False	True	True	2	3	10441659-10442027;10441185-10442209	
AT1G48360	AT1G48360:s:17871533-17871742	s|1e1.1o1|2e1.1o1	0.6896591394791497;-0.6896592604130285	0.9999991482715135;0.9999991450874062	1.0629056288278095e-08;1.0344686995900076e-08	0.252;0.748	0.923;0.077	True	False	False	2	2	17871738-17871824;17871742-17871824	
AT1G27840	AT1G27840:s:9695721-9695981	s|1e1.1o1|2e1.1o1	-0.7449777792554313;0.7449777894317162	1.0;1.0	3.2946466665961793e-09;2.85616640920334e-09	0.861;0.139	0.135;0.865	True	False	False	2	2	9695641-9695892;9695641-9695721	
AT1G55120	AT1G55120:t:20567032-20567903	t|1e1.1o1|1e2.1o1	-0.0006735578052262823;0.0006735641225700998	4.9521690921733825e-06;4.951910679774366e-06	8.936688811045368e-05;8.936562746020282e-05	0.989;0.011	0.986;0.014	False	False	True	2	3	20566186-20567032;20566938-20567032	
AT1G24735	AT1G24735:t:8758664-8758866	t|1e1.1o1|2e2.1o1	-0.0007921359500709464;0.0007921615605699813	2.109509389454519e-08;2.115600404415507e-08	7.361121727533781e-05;7.361028778080092e-05	0.524;0.476	0.524;0.476	False	True	True	2	3	8758531-8758664;8758362-8758722	
AT1G08900	AT1G08900:s:2855489-2855652	s|1e1.1o1|i	-0.5970197783108837;0.5970198045862467	1.0;1.0	9.479528273459437e-12;9.481566041130562e-12	0.612;0.388	0.027;0.973	False	False	False	1	2	2855652-2855692	2855652-2855692
AT1G18070	AT1G18070:s:6215593-6215743	s|1e1.1o2|1e1.2o2	-0.0207930633196399;0.020793086031886787	3.403099497962885e-05;3.40308216546514e-05	2.7608369282505762e-05;2.760685294208101e-05	0.277;0.723	0.246;0.754	False	True	False	2	2	6215377-6215593;6215344-6215593	
AT1G67140	AT1G67140:s:25102562-25102699	s|1e1.1o1|2e1.1o1	-0.9082929655397782;0.9013221181845535	0.9999999999993084;0.9999999999981584	1.428183127316629e-10;6.250224047163848e-10	0.952;0.048	0.073;0.927	True	False	False	2	2	25102439-25102565;25102439-25102562	
AT1G15350	AT1G15350:s:5279703-5279877	s|1e1.1o2|1e1.2o2	0.0035094295902302953;-0.0035094014746214963	1.309346850796939e-06;1.3098678979714594e-06	0.0001774187586184861;0.00017742131960207796	0.026;0.974	0.038;0.962	False	True	False	2	2	5279604-5279703;5279574-5279703	
AT1G29120	AT1G29120:s:10177614-10177784	s|1e1.1o1|2e1.1o1	0.00042260671302162667;-0.00042260574552207213	1.45268221103488e-10;6.976524314711824e-21	0.0012825428468848377;0.001282682821768022	0.985;0.015	0.995;0.005	True	False	False	2	2	10177782-10177861;10177784-10177861	
AT1G63770	AT1G63770:s:23661089-23661136	s|1e1.1o1|1e2.2o2	0.004290198091023251;-0.004290169509384122	1.4849068847527055e-09;1.580594692847955e-09	0.00020731449754690656;0.00020731797636652782	0.063;0.937	0.069;0.931	False	False	True	2	3	23660999-23661089;23660733-23661089	
AT1G67025	AT1G67025:s:25014408-25014725	s|1e1.1o1|i	0.6100238690405161;-0.6100238515816025	0.9999930558172827;0.9999930629834018	4.215173839247466e-08;4.219409832639798e-08	0.045;0.955	0.647;0.353	False	False	False	1	2	25013981-25014408	25013981-25014408
AT1G45249	AT1G45249:t:17165711-17165782	t|1e1.1o2|1e2.1o1	0.8284023611992486;-0.8284456385486325	1.0;1.0	2.4944052230952524e-10;1.615572120527986e-10	0.160;0.840	0.969;0.031	False	False	True	2	3	17165782-17166342;17165782-17166037	
AT1G16890	AT1G16890:s:5778035-5778263	s|1e1.1o1|2e1.1o1	-0.8487406537978834;0.8472899249693939	0.9999999999998472;0.9999999999999012	1.3427037259816643e-11;5.620769944873938e-12	0.912;0.088	0.086;0.914	True	False	False	2	2	5777938-5778062;5777938-5778035	
AT1G58007	AT1G58007:s:21447252-21447341	s|1e1.1o2|1e1.2o2	-0.8955433309224599;0.8914497039876149	0.9999999999999635;0.9999999999999645	9.39599509308664e-11;3.972034610198586e-11	0.970;0.030	0.095;0.905	False	True	False	2	2	21447082-21447252;21447072-21447252	
AT1G60505	AT1G60505:s:22295634-22295934	s|1e1.1o1|i	-0.49455756191372874;0.4945575856226311	0.999881728597822;0.9998817316128747	1.0981985099078884e-08;1.0960738718679708e-08	0.609;0.391	0.111;0.889	False	False	False	1	2	22295139-22295634	22295139-22295634
AT1G01100	AT1G01100:t:50883-50963	t|1e1.1o2|1e1.2o2|1e2.1o1	-0.05748248842885538;0.12124163329623003;-0.038561803261845946	0.006316831301044759;0.0949645156886443;0.00028571887028386653	5.8440282757477036e-06;1.3629768493010072e-06;1.305258769745965e-05	0.443;0.310;0.242	0.363;0.451;0.184	True	False	True	3	3	50963-51126;50963-51123;50963-51064	
AT1G61660	AT1G61660:t:22754769-22754834	t|1e1.1o1|1e2.1o1	-0.9711870866248069;0.9697281756076079	1.0;1.0	1.021932914513357e-06;1.3744775038647948e-07	0.990;0.010	0.014;0.986	False	False	True	2	3	22754834-22755116;22754834-22754964	
AT1G37150	AT1G37150:s:14175330-14175396	s|1e1.1o2|1e1.2o2	-0.8041987615155539;0.8041178473813596	0.9999999999996261;0.9999999999993467	1.4191980923783376e-12;3.3517756253826033e-12	0.943;0.057	0.160;0.840	False	True	False	2	2	14175246-14175330;14175218-14175330	
AT1G23690	AT1G23690:s:8378066-8378206	s|1e1.1o1|1e2.1o1	-0.8776384840172641;0.8766591498614308	1.0;1.0	8.885134293201702e-06;8.879882460122168e-06	0.949;0.051	0.095;0.905	False	False	True	2	3	8377979-8378066;8377741-8378066	
AT1G27450	AT1G27450:s:9531839-9532201	s|1e1.2o3|1e1.3o3	0.04316367795407856;-0.043163653921547376	0.01510325009715291;0.015103242181735563	7.448923207052649e-06;7.449290104211137e-06	0.156;0.844	0.239;0.761	False	True	False	2	2	9532201-9532353;9532201-9532401	
AT1G11650	AT1G11650:s:3917167-3917301	s|1e1.1o2|2e1.2o2	0.02182661162224732;-0.02182658573221432	0.00020663428874033272;0.00020663426393668162	3.112881927385021e-05;3.1130735348106064e-05	0.934;0.066	0.978;0.022	True	True	False	2	2	3917297-3917416;3917301-3917419	
AT1G47540	AT1G47540:s:17456086-17456170	s|1e1.1o2|1e1.2o2	0.756993175875233;-0.7569930924045385	1.0;1.0	4.659026111414853e-10;4.4274828248092035e-10	0.156;0.844	0.894;0.106	False	True	False	2	2	17455940-17456086;17455937-17456086	
AT1G01910	AT1G01910:t:314652-314802	t|1e1.1o1|1e2.1o1	0.0645192082565691;-0.06451920112724695	0.006338029708747939;0.006338017108975361	4.938635571761547e-06;4.938951484789733e-06	0.144;0.856	0.231;0.769	False	False	True	2	3	314802-315577;314802-314891	
AT1G55160	AT1G55160:s:20578674-20578909	s|1e1.1o1|1e2.1o1	-0.9733197093977537;0.9728152359147082	1.0;1.0	6.0132803725299055e-06;6.013095856545274e-06	0.990;0.010	0.004;0.996	False	False	True	2	3	20578909-20579164;20578909-20579496	
AT1G20680	AT1G20680:s:7169382-7169498	s|1e1.2o2|2e1.1o2	-0.008286078375266532;0.00828612300103129	0.0007874045776067794;0.000787405807423576	1.8230317848866306e-05;1.8230020839948846e-05	0.371;0.629	0.350;0.650	True	True	False	2	2	7169464-7169576;7169498-7169566	
AT1G22750	AT1G22750:s:8052391-8052480	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4	-0.018603913803053342;-0.17817179978659642;0.06442244218930732;0.09785416701220229	0.0024220547879027963;0.39630851311705606;0.02927162357682673;0.09060832919790614	1.3667266928307775e-05;8.131386004528451e-07;4.834115284161125e-06;2.7866409860420865e-06	0.284;0.355;0.181;0.180	0.244;0.151;0.285;0.319	False	True	False	4	2	8052480-8052606;8052480-8052610;8052480-8052615;8052480-8052663	
AT1G72890	AT1G72890:s:27429916-27430497	s|1e1.1o1|1e2.1o1	-0.010700866712104884;0.010700913018550032	0.01458410838036819;0.014584103639897436	9.69922881310925e-06;9.699137413443637e-06	0.662;0.338	0.635;0.365	False	False	True	2	3	27430497-27430638;27430497-27430952	
AT1G67900	AT1G67900:t:25467619-25467795	t|1e1.1o1|1e2.1o1	0.9246858390615451;-0.931703011494755	0.9999999999999998;0.9999999999999984	3.68028573888634e-10;1.7187185008538108e-10	0.037;0.963	0.941;0.059	False	False	True	2	3	25464987-25467619;25467159-25467619	
AT1G23570	AT1G23570:s:8356053-8356232	s|1e1.2o2|2e1.1o2|2e1.2o2	-0.026393140737589506;0.036774257529453576;-0.005233861760020109	0.00019319808682587088;9.264619542528861e-06;1.5750416339136e-05	1.7266312310471044e-05;2.440948740444355e-05;4.0082202667157674e-05	0.413;0.135;0.451	0.366;0.186;0.448	True	True	False	3	2	8355732-8356059;8355938-8356053;8355732-8356053	
AT1G18700	AT1G18700:s:6439530-6439640	s|1e1.1o1|1e2.1o1	-0.0029779385167369057;0.0029779867748667595	0.005412635612717768;0.005412633860332059	1.21713314766847e-05;1.2171330801336033e-05	0.725;0.275	0.718;0.282	False	False	True	2	3	6439640-6439896;6439640-6439973	
AT1G09090	AT1G09090:s:2935467-2935569	s|1e1.1o1|i	0.549914940994454;-0.549914990880189	0.999999999835176;0.9999999998706819	1.374106691631013e-16;0.0	0.051;0.949	0.594;0.406	False	False	False	1	2	2935569-2935644	2935569-2935644
AT1G52330	AT1G52330:s:19488943-19489531	s|1e1.1o1|i	-0.7064332721260957;0.7064333665056296	0.9999999999987798;0.999999999999024	3.710365348297273e-13;4.800869737623864e-13	0.742;0.258	0.055;0.945	False	False	False	1	2	19489531-19489689	19489531-19489689
AT1G04300	AT1G04300:s:1153718-1153940	s|1e1.1o2|1e1.2o2	6.378976112582298e-06;-6.378896001541391e-06	4.884988217127034e-15;6.90890458969724e-21	0.038672240982825096;0.03970520716613357	0.996;0.004	0.997;0.003	False	True	False	2	2	1153345-1153718;1153288-1153718	
AT1G69840	AT1G69840:t:26294962-26295187	t|1e1.1o1|1e2.1o1|2e3.1o1|3e3.1o1|3e4.1o1|3e5.1o1	-0.15892291395240815;-0.012687917364253594;0.1659170624529341;-0.013888334845171107;0.005620731030260234;0.015335696374451226	0.23117812310203945;8.578233200146585e-21;0.2715795132681976;8.742920165457613e-21;7.345698493994547e-10;8.634033779679508e-21	4.2981990511226087e-07;0.0002467302703692553;3.4263700686844985e-07;0.007121329164870294;0.00017815454373283635;0.003214141512998674	0.484;0.071;0.303;0.048;0.071;0.023	0.310;0.053;0.480;0.020;0.085;0.050	False	True	True	6	6	26295187-26295703;26295187-26295590;26295179-26295703;26295159-26295703;26295159-26295590;26295159-26295448	
AT1G17980	AT1G17980:t:6190184-6190345	t|1e1.1o1|1e2.1o1	-0.9709877176742441;0.9694461332350357	1.0;1.0	7.605321206138882e-08;1.3572261520890608e-07	0.987;0.013	0.012;0.988	False	False	True	2	3	6190345-6190900;6190345-6190435	
AT1G04400	AT1G04400:s:1188187-1188517	s|1e1.1o2|1e1.2o2	-0.923404825235055;0.9161518274330864	1.0;0.9999999999999994	4.859315727578917e-09;7.980341562213793e-11	0.961;0.039	0.069;0.931	False	True	False	2	2	1188073-1188187;1188006-1188187	
AT1G67325	AT1G67325:s:25210504-25210613	s|1e1.1o2|1e1.2o2	0.07157098367207808;-0.07157098344315152	0.08308410757357874;0.08308412888623859	4.709975958295393e-06;4.7101737344901196e-06	0.288;0.712	0.421;0.579	False	True	False	2	2	25210310-25210504;25210307-25210504	
AT1G01800	AT1G01800:s:293500-293756	s|1e1.1o1|2e1.1o1	0.7199039747054429;-0.7199039599393704	1.0;1.0	1.189366181049748e-09;9.689760105402456e-10	0.184;0.816	0.887;0.113	True	False	False	2	2	293752-294055;293756-294055	
AT1G10590	AT1G10590:s:3503370-3503457	s|1e1.1o2|1e1.2o2|2e1.2o2	-0.015813444515702452;-0.6266773876385783;0.6480669210885843	2.757744721472015e-08;0.9999999997332465;0.9999999999514889	0.000542387715768089;2.886579864025407e-15;6.665850942608455e-14	0.056;0.744;0.201	0.036;0.132;0.832	True	True	False	3	2	3503049-3503374;3503004-3503374;3503004-3503370	
AT1G04510	AT1G04510:s:1230303-1230379	s|1e1.1o2|2e1.2o2	0.7359733472719319;-0.7359732555491713	1.0;1.0	5.707056380775677e-08;7.705192839324582e-08	0.134;0.866	0.851;0.149	True	True	False	2	2	1230373-1230465;1230379-1230471	
AT1G02280	AT1G02280:s:450361-450426	s|1e1.1o2|1e1.2o2	0.6238012293010614;-0.6238012221661267	0.9999995639968227;0.999999562839292	4.891505875443963e-10;5.099382027751176e-10	0.157;0.843	0.764;0.236	False	True	False	2	2	450258-450361;450251-450361	
AT1G79830	AT1G79830:s:30033714-30033901	s|1e1.1o2|1e1.2o2	0.7783974691721119;-0.7783973915042524	1.0;1.0	2.6003607968642635e-10;4.852531709786945e-10	0.159;0.841	0.917;0.083	False	True	False	2	2	30033590-30033714;30033584-30033714	
AT1G08600	AT1G08600:s:2723824-2723957	s|1e1.1o1|2e1.1o1	0.9227419938976599;-0.9302825127168419	0.9999999999994509;0.9999999999995164	1.304984430721348e-09;1.4705954232141494e-09	0.038;0.962	0.941;0.059	True	False	False	2	2	2723938-2724075;2723957-2724075	
AT1G55870	AT1G55870:s:20895585-20896030	s|1e1.1o2|1e1.2o2	-0.9662435032430328;0.9631879947655906	1.0;1.0	6.582972693514044e-06;6.576170899890322e-06	0.960;0.040	0.020;0.980	False	True	False	2	2	20896030-20896105;20896030-20896175	
AT1G32070	AT1G32070:s:11535458-11535569	s|1e1.1o2|1e1.2o2	0.0009055309728107926;-0.0009055262749924796	4.679775876698196e-10;7.165959245539514e-21	0.0026231978905304487;0.0026232118479667665	0.971;0.029	0.984;0.016	False	True	False	2	2	11535340-11535458;11535337-11535458	
AT1G61150	AT1G61150:s:22542524-22542673	s|1e1.2o3|1e1.3o3|1e2.1o2|1e2.2o2|1e3.1o1	0.0027388336425319434;0.006820294189360781;-0.005606574076737076;0.002905408546367805;-0.009128570231258652	7.679615155405461e-21;2.8457439916655247e-05;8.868764041679245e-07;5.513717487948033e-05;8.388918790795968e-21	0.012047384062213382;3.3859698716165454e-05;5.516535828431479e-05;3.2927714071373515e-05;0.00024151652959836234	0.033;0.329;0.182;0.391;0.069	0.039;0.342;0.170;0.391;0.056	False	True	True	5	4	22542673-22542817;22542673-22542837;22542673-22542863;22542673-22542958;22542673-22543107	
AT1G72930	AT1G72930:s:27439452-27439973	s|1e1.1o1|2e1.1o1	-0.009122326661801619;0.009122355163452186	6.5961246868586825e-09;6.58862159150037e-09	0.00012096867053301708;0.00012096399032028582	0.120;0.880	0.109;0.891	True	False	False	2	2	27439930-27440072;27439973-27440072	
AT1G63010	AT1G63010:s:23350761-23350881	s|1e1.1o2|1e1.2o2	-0.0028240149693749134;0.0028240199371576463	5.141493050422714e-07;5.140409878868782e-07	0.00015696431693013047;0.00015695365647163775	0.025;0.975	0.010;0.990	False	True	False	2	2	23350554-23350761;23350527-23350761	
AT1G37140	AT1G37140:t:14171343-14171487	t|1e1.1o1|1e2.1o1	-0.9630715995601367;0.958957983952035	1.0;1.0	6.757731298989711e-06;6.757272911261762e-06	0.966;0.034	0.026;0.974	False	False	True	2	3	14171487-14171754;14171487-14171576	
AT1G18730	AT1G18730:t:6461994-6462224	t|1e1.1o1|1e2.1o1	0.9499405111580286;-0.9558127811028168	0.9999999999999999;1.0	7.304066423201429e-10;4.463170166779662e-09	0.009;0.991	0.954;0.046	False	False	True	2	3	6461389-6461994;6461910-6461994	
AT1G80325	AT1G80325:s:30197672-30198074	s|1e1.1o1|i	-0.556776204290248;0.5567762485280178	1.0;1.0	2.4136248555350903e-13;2.4146757312293533e-13	0.599;0.401	0.052;0.948	False	False	False	1	2	30197594-30197672	30197594-30197672
AT1G02840	AT1G02840:s:626741-626828	s|1e1.1o2|1e1.2o2	0.9743589713007008;-0.9743590110673785	1.0;1.0	5.932632751283486e-06;5.932973903721717e-06	0.021;0.979	0.990;0.010	False	True	False	2	2	626828-626913;626828-626917	
AT1G55810	AT1G55810:s:20860609-20860831	s|1e1.1o1|2e1.1o1|i	0.008048325148589204;-0.008647905701143422;0.0004158388298056035	0.00033087750252970604;0.00028901739431713;0.001738559027824107	2.185322501513376e-05;2.2318915261165806e-05;1.5158782683211136e-05	0.131;0.139;0.730	0.146;0.123;0.730	True	False	False	2	2	20860710-20861271;20860831-20861271	20860831-20861271
AT1G07960	AT1G07960:s:2467161-2467212	s|1e1.1o2|1e1.2o2	-0.09683480985952596;0.09683479440819551	0.060131633954983686;0.06013161522795089	2.5429654211261976e-06;2.542831653042077e-06	0.654;0.346	0.531;0.469	False	True	False	2	2	2467212-2467633;2467212-2467638	
AT1G30470	AT1G30470:s:10783521-10783689	s|1e1.1o2|1e1.2o2	-0.02762791130145844;0.02762794137144552	0.0026098897594177546;0.002609887807100045	1.5300579682020476e-05;1.5299983046189458e-05	0.962;0.038	0.908;0.092	False	True	False	2	2	10783689-10783764;10783689-10783770	
AT1G02100	AT1G02100:s:392374-392495	s|1e1.1o1|i	0.44893866430455753;-0.44893865628555774	0.9999945813285582;0.9999945815692282	2.0350299937938602e-13;5.547784454051907e-13	0.105;0.895	0.550;0.450	False	False	False	1	2	392495-392576	392495-392576
AT1G68310	AT1G68310:s:25599801-25599953	s|1e1.1o2|2e1.2o2	0.7772629634932378;-0.7773139776199278	0.9999999989474666;0.9999999988795049	6.011810768717348e-10;1.0444275444498885e-09	0.098;0.902	0.856;0.144	True	True	False	2	2	25599937-25600374;25599953-25600384	
AT1G21350	AT1G21350:s:7477332-7477418	s|1e1.1o1|2e1.1o1	0.9683952405032566;-0.970228128582489	1.0;1.0	6.268715704217925e-06;6.269147049597912e-06	0.025;0.975	0.982;0.018	True	False	False	2	2	7477126-7477336;7477126-7477332	
AT1G76480	AT1G76480:s:28693070-28693195	s|1e1.1o2|1e1.2o2	0.9159850086098498;-0.9216900122201408	1.0;1.0	8.85912950809517e-06;8.861101830959228e-06	0.057;0.943	0.948;0.052	False	True	False	2	2	28692970-28693070;28692956-28693070	
AT1G54680	AT1G54680:s:20413726-20413869	s|1e1.1o2|1e1.2o2	0.7676564347853417;-0.7676565899340555	0.9999999999350195;0.9999999999718094	9.679286674073969e-11;1.24056320771615e-12	0.174;0.826	0.923;0.077	False	True	False	2	2	20413869-20413944;20413869-20413962	
AT1G14570	AT1G14570:s:4984636-4984746	s|1e1.1o2|1e1.2o2	-0.9396765080223071;0.9350872040052438	1.0;1.0	7.988728486507668e-06;7.985046439291932e-06	0.937;0.063	0.011;0.989	False	True	False	2	2	4984746-4985428;4984746-4985491	
AT1G32540	AT1G32540:s:11767787-11768121	s|1e1.1o1|i	-0.8746021268365509;0.874600391689451	1.0;1.0	7.366236700723228e-06;7.366086884397216e-06	0.876;0.124	0.017;0.983	False	False	False	1	2	11768121-11768431	11768121-11768431
AT1G19350	AT1G19350:t:6688775-6689104	t|1e1.1o1|2e2.1o1|3e2.1o1|4e2.1o1	-0.0008786213494846566;0.03304127147527859;-0.0030417052094680167;-0.024665462100225424	9.685874332018323e-09;0.017685412146425668;0.0003579765338002177;0.006277180678036953	0.0004166206758901003;8.345268665929662e-06;2.3067256426201332e-05;1.0778960640722701e-05	0.017;0.593;0.136;0.253	0.004;0.664;0.130;0.201	False	True	True	4	3	6688644-6688775;6688738-6688826;6688738-6688828;6688738-6688834	
AT1G75180	AT1G75180:t:28217195-28218008	t|1e1.1o1|1e2.1o1	-0.9726842383228538;0.9718851736685147	1.0;1.0	6.058070653458536e-06;5.980504212113624e-06	0.991;0.009	0.011;0.989	False	False	True	2	3	28218008-28218374;28218008-28218147	
AT1G68580	AT1G68580:t:25753544-25753626	t|1e1.1o1|1e2.1o1	0.0390770837132683;-0.039077070837049595	0.02505106588102255;0.0250510833407148	7.4296557864561574e-06;7.429952703530418e-06	0.772;0.228	0.854;0.146	False	False	True	2	3	25753118-25753544;25753422-25753544	
AT1G79480	AT1G79480:s:29899189-29899604	s|1e1.1o2|1e1.2o2	0.809887559788645;-0.8099030031623107	1.0;1.0	9.663656912336192e-09;1.2577742736219477e-08	0.099;0.901	0.889;0.111	False	True	False	2	2	29899099-29899189;29899096-29899189	
