cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_913_NA	Success	0.0426620450215012	1	0.770207967968721	0.828118341500204	GLYK
chr1:clu_914_NA	Success	0.0884800936619285	1	0.673998728205747	0.750053059404061	GLYK
chr1:clu_915_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XRCC1
chr1:clu_916_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XRCC1
chr1:clu_917_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XRCC1
chr1:clu_918_NA	Not enough valid samples	NA	NA	NA	NA	TPR1
chr1:clu_919_NA	Not enough valid samples	NA	NA	NA	NA	TPR1
chr1:clu_92_NA	Success	0.421684424736284	1	0.358435052328331	0.455610777626234	AT1G06960
chr1:clu_920_NA	Success	8.8415087314752	1	2.60945968113955e-05	5.48754021180816e-05	AHA9
chr1:clu_921_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G80970
chr1:clu_93_NA	Success	0.913287328647812	1	0.176532666226411	0.246284597759773	AT1G06960
chr1:clu_94_NA	Success	24.0633776529794	3	2.00124106379488e-10	6.35949938050372e-09	AT1G07170
chr1:clu_95_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G07200
chr1:clu_96_NA	Not enough valid samples	NA	NA	NA	NA	AT1G07280
chr1:clu_97_NA	Not enough valid samples	NA	NA	NA	NA	RPL4
chr1:clu_98_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SR45A
chr1:clu_99_NA	Not enough valid samples	NA	NA	NA	NA	APK1A
